Input provided to the model,Whether the prediction is correct (true/false),Expected if condition,Predicted if condition,Prediction score (0-100)
"def decode (num_options, payload):
           

    type_val = 0
    options = set()
    while 0 < num_options:
        num_options -= 1
        value_start_index = 1
        odl = ord(payload[0])
        type_val += (odl >> 4)
        length = odl & 0x0F
        if 15 == length:
            length += ord(payload[value_start_index])
            value_start_index += 1
        value_end_index = value_start_index + length
        if 0 != (type_val % OPTION_TYPE_FENCEPOST):
            option_class = Registry.get(type_val)
            [IF_MASK]
                options.add(option_class.unpack(payload[value_start_index:value_end_index]))
            elif not option_type_is_elective(type_val):
                raise UnrecognizedOptionError(type_val, payload[value_start_index:value_end_index])
        payload = payload[value_end_index:]
    return (options, payload)
",false,            if option_class is not None:,ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġ( value Ġ== Ġ0 ): 1 Ġ== Ġ0 : 0 : 0 : 1 Ġ== Ġ0 :,100.0
"    def __init__ (self, value=None):
        [IF_MASK]
            value = self.Default
        if isinstance(value, types.StringTypes):
            self._setValueAsString(value)
        else:
            self._setValue(value)
",false,        if value is None:,ĠĠĠĠĠĠĠ Ġif Ġself ._ value Ġ== Ġself ._ value : value : value : value : 1 :,100.0
"    def __str__(self):
        [IF_MASK]
            self.indent(self.xml)
        s=tostring(self.xml).decode(self.encoding)
        return s
",false,        if self.prettyprint:,ĠĠĠĠĠĠĠ Ġif Ġself . is _ name : ( self . is _ name ): ): ): ):,100.0
"    def add_edges(self, G, graph_element):        
        [IF_MASK]
            for u,v,key,data in G.edges_iter(data=True,keys=True):            
                edge_element = Element(""edge"",source=make_str(u),
                                       target=make_str(v)) 
                default=G.graph.get('edge_default',{})
                self.add_attributes(""edge"", edge_element, data, default)
                self.add_attributes(""edge"", edge_element, 
                                    {'key':key}, default)
                graph_element.append(edge_element)                
        else:
            for u,v,data in G.edges_iter(data=True):
                edge_element = Element(""edge"",source=make_str(u),
                                       target=make_str(v))
                default=G.graph.get('edge_default',{})
                self.add_attributes(""edge"", edge_element, data, default)
                graph_element.append(edge_element)                
",false,        if G.is_multigraph():,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġ' id '): '): '): '): '): '): '):",100.0
"    def add_graph_element(self, G):
                   
        if G.is_directed():
            default_edge_type='directed'
        else:
            default_edge_type='undirected'
        
        graphid=G.graph.pop('id',None)
        [IF_MASK]
            graph_element = Element(""graph"",
                                edgedefault = default_edge_type)
        else:
            graph_element = Element(""graph"",
                                edgedefault = default_edge_type, 
                                id=graphid)

        default={}
        data=dict((k,v) for (k,v) in  G.graph.items() 
                  if k not in ['node_default','edge_default'])
        self.add_attributes(""graph"", graph_element, data, default)
        self.add_nodes(G,graph_element)
        self.add_edges(G,graph_element)
        self.xml.append(graph_element)
",false,        if graphid is None:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ id ): ): ): ): ): ): ):,100.0
"    def add_edge(self, G, edge_element, graphml_keys):
                   
                                               
        ports=edge_element.find(""{%s}port"" % self.NS_GRAPHML)
        if ports is not None:
            warnings.warn(""GraphML port tag not supported."")

                                                                    
        directed = edge_element.get(""directed"")
        if G.is_directed() and directed=='false':
            raise nx.NetworkXError(                ""directed=false edge found in directed graph."")
        if (not G.is_directed()) and directed=='true':
            raise nx.NetworkXError(                ""directed=true edge found in undirected graph."")

        source = self.node_type(edge_element.get(""source""))
        target = self.node_type(edge_element.get(""target""))
        data = self.decode_data_elements(graphml_keys, edge_element)
                                                 
                                                                 
                                
        edge_id = edge_element.get(""id"")
        if edge_id:
            data[""id""] = edge_id
        [IF_MASK]
                                       
            self.multigraph=True
        if edge_id is None:
                                                              
            edge_id=data.pop('key',None)
        G.add_edge(source, target, key=edge_id, **data)
",false,"        if G.has_edge(source,target):",ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ id : ( self . is _ id ): ): ): ):,100.0
"    def clean_url(self):
        url = self.cleaned_data['url']
        [IF_MASK]
            raise forms.ValidationError(""This URL already exists for %s"" %
                                        self.user)
        else:
            return url
",false,        if self.user.rssfeed_set.filter(url=url).count():,ĠĠĠĠĠĠĠ Ġif Ġself . is _ id : ): ( self . is _ id ): ): ):,100.0
"def fibonacci(n):
                                                         
  [IF_MASK]
    raise tasklets.Return(n)
  a, b = yield fibonacci(n-1),fibonacci(n-2)
  raise tasklets.Return(a + b)
",false,  if n <= 1:,"ĠĠĠ Ġif Ġnot Ġisinstance ( s , Ġ0 ): 1 : 1 : 1 : 1 : 1",100.0
"def get_filter_seq_arg(field, arg):
    [IF_MASK]
        if (isinstance(arg, collections.Iterable) 
           and not isinstance(arg, basestring)):
            return { '{0}__in'.format(field): tuple(arg) }
        else:
            return { field: arg }
    return {}
",false,    if arg is not None:,"ĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġ"" 0 ): 0 : 0 . is _ name :",100.0
"def validate_int(value):
    [IF_MASK]
        raise ApiValidatorError()
    return value
",false,"    if not isinstance(value, int):","ĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġ' value '): value '): value '): value '): value '):",100.0
"    def __setattr__(self, name, val):
        [IF_MASK]
           and name not in self.assignable_names):
            raise ApiError('Cannot assign to item attribute: {0}'.format(name))
        object.__setattr__(self, name, val)
",false,"        if (not name.startswith('_') and getattr(self, '_locked', False) ",ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ name : ( self . is _ name ): ): ): (,100.0
"    def __getitem__(self, names):
        [IF_MASK]
            names = (names, )
        return self._get_item_api(self._broadcast, names)
",false,"        if isinstance(names, basestring):","ĠĠĠĠĠĠĠ Ġif Ġself ._ is _ name : ( self ._ name , Ġ' type '): '): '): '):",100.0
"    def __get__(self, taskapi, owner):
        assert taskapi is not None
        if len(taskapi.names) != 1:
            raise ApiError('Cannot retrieve this attribute for multiple tasks.')
        arguments = {'taskname': taskapi.names[0], 'attrname': self.attrname}
        r = taskapi._broadcast('get_task_attribute', arguments=arguments, 
                               reply=True)
        r = util._merge_broadcast_result(r)
        [IF_MASK]
            tmpl = 'Unable to retrieve task attribute: {0}.'
            msg = tmpl.format(self.attrname)
            raise ApiError(msg)
                                           
        r = util._condense_broadcast_result(r)
                                                        
        if isinstance(r, dict) and 'error' in r:
            tmpl = 'Error occurred while retrieving task attribute: {0}.'
            msg = tmpl.format(self.attrname)
            raise ApiError(msg)
        return r
",false,        if not r:,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self , Ġ' is '): '): ( self . is _ name '): '):",100.0
"    def __set__(self, taskapi, value):
        value = self.validator(value)
        arguments = {'tasknames': taskapi.names, 'attrname':self.attrname, 
                     'value': value}
        r = taskapi._broadcast('set_task_attribute', arguments=arguments, 
                               reply=True)
        r = util._merge_broadcast_result(r)
        if not r:
            msg = 'Unable to set task attribute: {0}.'.format(self.attrname)
            raise ApiError(msg)
                                           
        r = util._condense_broadcast_result(r)
                                                        
        [IF_MASK]
            tmpl = 'Error occurred while setting task attribute: {0}.'
            msg = tmpl.format(self.attrname)
            raise ApiError(msg)
        taskapi._on_task_modified(self.attrname, value)
",false,"        if isinstance(r, dict) and 'error' in r:","ĠĠĠĠĠĠĠ Ġif Ġnot Ġself ._ is _ value : ( value , Ġ' value '): '): ): ( value",100.0
"    def decrement(self, n=1):
        n = validate_int(n)
        r = self._broadcast('prefetch_decrement', arguments={'n':n}, reply=True)
        r = util._merge_broadcast_result(r)
        if not r:
            raise ApiError('Unable to decrement prefetch.')
                                                        
        for worker_ret in r:
            [IF_MASK]
                raise ApiError('Error occurred while decrementing prefetch.')
",false,"            if isinstance(worker_ret, dict) and 'error' in worker_ret:",ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġin Ġself ._ is _ type : ( self . is _ type ): ): ):,100.0
"    def getfloat(self, section, option):
        [IF_MASK]
            return IgnoreMissingConfigParser.DEF_FLOAT
        return ConfigParser.RawConfigParser.getfloat(self, section, option)
",false,"        if not self.has_option(section, option):",ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ name : ( self . is _ name ): ): ): ):,100.0
"    def start(self, interval, now=True):
                   
        [IF_MASK]
            self.interval = interval
            self.running = True
            assert interval != 0, ('(warning) starting LoopingCall with \
                                    interval %f' % self.interval)
            if now:
                self._register()
            else:
                Timer(interval, self._register).start()
        else:
            log.warning(self.msg_already_started)
",false,        if not self.is_running():,ĠĠĠĠĠĠĠ Ġif Ġself ._ is _ id : ( self . is _ id ): ): ): ):,100.0
"    def stop(self):
                   
        [IF_MASK]
            self.running = False
            self._unregister()
        else:
            log.warning(self.msg_already_stopped)
",false,        if self.running:,ĠĠĠĠĠĠĠ Ġif Ġself ._ is _ name : ( self ._ get _ id ): ): ): ):,100.0
"    def _call(self):
        [IF_MASK]
            log.debug('LoopingCall on function %s cancelled' %
                      str(self._function))
            return False

        self._function(*self._args, **self._kwargs)
        return True
",false,        if not self.running:,"ĠĠĠĠĠĠĠ Ġif Ġself ._ is _ name : ( self ._ is _ name , Ġ' name '): '): (",100.0
"    def write_render_callable(self, node, name, args, buffered, filtered, cached):
                                                                                     
        
        if self.in_def:
            decorator = node.decorator
            if decorator:
                self.printer.writeline(""@runtime._decorate_toplevel(%s)"" % decorator)
        
        self.printer.writelines(
            ""def %s(%s):"" % (name, ','.join(args)),
                ""context.caller_stack._push_frame()"",
                ""try:""
        )
        if buffered or filtered or cached:
            self.printer.writeline(""context._push_buffer()"")
        
        self.identifier_stack.append(self.compiler.identifiers.branch(self.node))
        if not self.in_def and '**pageargs' in args:
            self.identifier_stack[-1].argument_declared.add('pageargs')

        [IF_MASK]
                                len(self.identifiers.locally_assigned) > 0 or
                                len(self.identifiers.argument_declared) > 0
                                ):
            self.printer.writeline(""__M_locals = __M_dict_builtin(%s)"" % 
                                    ','.join([
                                            ""%s=%s"" % (x, x) for x in
                                            self.identifiers.argument_declared
                                            ]))

        self.write_variable_declares(self.identifiers, toplevel=True)

        for n in self.node.nodes:
            n.accept_visitor(self)

        self.write_def_finish(self.node, buffered, filtered, cached)
        self.printer.writeline(None)
        self.printer.write(""\n\n"")
        if cached:
            self.write_cache_decorator(
                                node, name, 
                                args, buffered, 
                                self.identifiers, toplevel=True)
",false,        if not self.in_def and (,ĠĠĠĠĠĠĠ Ġif Ġself ._ name : 0 . name . name . name . name . name . name . name .,100.0
"    def write_inline_def(self, node, identifiers, nested):
                                                                             
        
        namedecls = node.function_decl.get_argument_expressions()
        
        decorator = node.decorator
        [IF_MASK]
            self.printer.writeline(""@runtime._decorate_inline(context, %s)"" % decorator)
        self.printer.writeline(""def %s(%s):"" % (node.name, "","".join(namedecls)))
        filtered = len(node.filter_args.args) > 0 
        buffered = eval(node.attributes.get('buffered', 'False'))
        cached = eval(node.attributes.get('cached', 'False'))
        self.printer.writelines(
            ""context.caller_stack._push_frame()"",
            ""try:""
            )
        if buffered or filtered or cached:
            self.printer.writelines(
                ""context._push_buffer()"",
                )

        identifiers = identifiers.branch(node, nested=nested)

        self.write_variable_declares(identifiers)
        
        self.identifier_stack.append(identifiers)
        for n in node.nodes:
            n.accept_visitor(self)
        self.identifier_stack.pop()
        
        self.write_def_finish(node, buffered, filtered, cached)
        self.printer.writeline(None)
        if cached:
            self.write_cache_decorator(node, node.name, 
                                        namedecls, False, identifiers, 
                                        inline=True, toplevel=False)
",false,        if decorator:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġself ._ is _ name : ( self . is _ name ): ): ): ):,100.0
"    def write_inline_def(self, node, identifiers, nested):
                                                                             
        
        namedecls = node.function_decl.get_argument_expressions()
        
        decorator = node.decorator
        if decorator:
            self.printer.writeline(""@runtime._decorate_inline(context, %s)"" % decorator)
        self.printer.writeline(""def %s(%s):"" % (node.name, "","".join(namedecls)))
        filtered = len(node.filter_args.args) > 0 
        buffered = eval(node.attributes.get('buffered', 'False'))
        cached = eval(node.attributes.get('cached', 'False'))
        self.printer.writelines(
            ""context.caller_stack._push_frame()"",
            ""try:""
            )
        [IF_MASK]
            self.printer.writelines(
                ""context._push_buffer()"",
                )

        identifiers = identifiers.branch(node, nested=nested)

        self.write_variable_declares(identifiers)
        
        self.identifier_stack.append(identifiers)
        for n in node.nodes:
            n.accept_visitor(self)
        self.identifier_stack.pop()
        
        self.write_def_finish(node, buffered, filtered, cached)
        self.printer.writeline(None)
        if cached:
            self.write_cache_decorator(node, node.name, 
                                        namedecls, False, identifiers, 
                                        inline=True, toplevel=False)
",false,        if buffered or filtered or cached:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġself ._ is _ name : ( self . is _ name ): ): ): ):,100.0
"    def create_filter_callable(self, args, target, is_expression):
                                                      
        
        def locate_encode(name):
            if re.match(r'decode\..+', name):
                return ""filters."" + name
            else:
                return filters.DEFAULT_ESCAPES.get(name, name)
        
        if 'n' not in args:
            [IF_MASK]
                if self.compiler.pagetag:
                    args = self.compiler.pagetag.filter_args.args + args
                if self.compiler.default_filters:
                    args = self.compiler.default_filters + args
        for e in args:
                                                                            
            if e == 'n':
                continue
            m = re.match(r'(.+?)(\(.*\))', e)
            if m:
                (ident, fargs) = m.group(1,2)
                f = locate_encode(ident)
                e = f + fargs
            else:
                x = e
                e = locate_encode(e)
                assert e is not None
            target = ""%s(%s)"" % (e, target)
        return target
",false,            if is_expression:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self , Ġ' name '): name '): name '): name '): name '):",100.0
"    def visitIncludeTag(self, node):
        self.write_source_comment(node)
        args = node.attributes.get('args')
        [IF_MASK]
            self.printer.writeline(
                        ""runtime._include_file(context, %s, _template_uri, %s)"" %
                        (node.parsed_attributes['file'], args))
        else:
            self.printer.writeline(
                        ""runtime._include_file(context, %s, _template_uri)"" %
                        (node.parsed_attributes['file']))
",false,        if args:,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġself ._ is _ name : ( self . is _ name , Ġ' is _ name '):",100.0
"    def __init__(self, node=None, parent=None, nested=False):
            
        [IF_MASK]
                                                                 
                                                              
            if isinstance(node, parsetree.NamespaceTag):
                self.declared = set()
                self.topleveldefs = util.SetLikeDict()
            else:
                                                         
                                                                        
                self.declared = set(parent.declared).                                        union([c.name for c in parent.closuredefs.values()]).                                        union(parent.locally_declared).                                        union(parent.argument_declared)
            
                                                                
                                                                  
                                                                            
                                                          
                if nested:
                    self.declared = self.declared.union(parent.undeclared)
            
                                                   
                self.topleveldefs = util.SetLikeDict(**parent.topleveldefs)
        else:
            self.declared = set()
            self.topleveldefs = util.SetLikeDict()
        
                                                                   
                                         
        self.undeclared = set()
        
                                                                  
                                                                
                                    
        self.locally_declared = set()
    
                                                       
                                      
                                         
        self.locally_assigned = set()
        
                                                   
                                       
        self.argument_declared = set()
        
                                                     
        self.closuredefs = util.SetLikeDict()
        
        self.node = node
        
        if node is not None:
            node.accept_visitor(self)
",false,        if parent is not None:,ĠĠĠĠĠĠĠ Ġif Ġself . is _ name : ( self . get _ name ): ): ( self . get,100.0
"    def __init__(self, node=None, parent=None, nested=False):
            
        if parent is not None:
                                                                 
                                                              
            if isinstance(node, parsetree.NamespaceTag):
                self.declared = set()
                self.topleveldefs = util.SetLikeDict()
            else:
                                                         
                                                                        
                self.declared = set(parent.declared).                                        union([c.name for c in parent.closuredefs.values()]).                                        union(parent.locally_declared).                                        union(parent.argument_declared)
            
                                                                
                                                                  
                                                                            
                                                          
                if nested:
                    self.declared = self.declared.union(parent.undeclared)
            
                                                   
                self.topleveldefs = util.SetLikeDict(**parent.topleveldefs)
        else:
            self.declared = set()
            self.topleveldefs = util.SetLikeDict()
        
                                                                   
                                         
        self.undeclared = set()
        
                                                                  
                                                                
                                    
        self.locally_declared = set()
    
                                                       
                                      
                                         
        self.locally_assigned = set()
        
                                                   
                                       
        self.argument_declared = set()
        
                                                     
        self.closuredefs = util.SetLikeDict()
        
        self.node = node
        
        [IF_MASK]
            node.accept_visitor(self)
",false,        if node is not None:,ĠĠĠĠĠĠĠ Ġif Ġself . is _ name : ( self . get _ name ): ): ( self . get,100.0
"    def visitNamespaceTag(self, node):
                                                   
                                                           
                            
        [IF_MASK]
            for n in node.nodes:
                n.accept_visitor(self)
",false,        if self.node is node:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ name : ( self . is _ name ): ): ): ):,100.0
"    def visitCallTag(self, node):
        if node is self.node:
            for ident in node.undeclared_identifiers():
                if ident != 'context' and ident not in self.declared.union(self.locally_declared):
                    self.undeclared.add(ident)
            for ident in node.declared_identifiers():
                self.argument_declared.add(ident)
            for n in node.nodes:
                n.accept_visitor(self)
        else:
            for ident in node.undeclared_identifiers():
                [IF_MASK]
                    self.undeclared.add(ident)
",false,                if ident != 'context' and ident not in self.declared.union(self.locally_declared):,ĠĠĠĠĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġself . is _ type : ( self . is _ type ): ): ): ):,100.0
"            def visitDefTag(s, node):
                self.write_inline_def(node, callable_identifiers, nested=False)
                export.append(node.name)
                                                                                        
                                                        
                [IF_MASK]
                    del body_identifiers.closuredefs[node.name]
",false,                if node.name in body_identifiers.closuredefs:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( name , Ġ' name '): name '): name '): name '): name '):",100.0
"    def deactivate_service(self, service, debug, dryrun):
        [IF_MASK]
            status, output = commands.getstatusoutput('service %s stop; chkconfig --del %s' % (service, service))
            return (status, output)
        else:
            return (0, '')
",false,        if len(glob.glob('/etc/rc3.d/S*%s' % service)) != 0:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ name ): ( self . get ( self . get ( self .,100.0
"    def _find_module_in_folder(self, folder, modname):
        module = folder
        packages = modname.split('.')
        for pkg in packages[:-1]:
            if  module.is_folder() and module.has_child(pkg):
                module = module.get_child(pkg)
            else:
                return None
        [IF_MASK]
            if module.has_child(packages[-1]) and               module.get_child(packages[-1]).is_folder():
                return module.get_child(packages[-1])
            elif module.has_child(packages[-1] + '.py') and                 not module.get_child(packages[-1] + '.py').is_folder():
                return module.get_child(packages[-1] + '.py')
",false,        if module.is_folder():,ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ key ): ( self . get _ key ): ): ):,100.0
"    def _is_package(self, folder):
        [IF_MASK]
            return True
        else:
            return False
",false,        if folder.has_child('__init__.py') and           not folder.get_child('__init__.py').is_folder():,ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ type : ( self . is _ type ): ): ): ):,100.0
"    def extension_modules(self):
        result = set(self.project.prefs.get('extension_modules', []))
        [IF_MASK]
            result.update(stdmods.dynload_modules())
        return result
",false,"        if self.project.prefs.get('import_dynload_stdmods', False):",ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ name :,100.0
"def current_policy_traceback():
    stack = traceback.extract_stack()
    for i in range(len(stack)-1, -1, -1):
                                                       
        [IF_MASK]
            return stack[:i+1]
    else:
        return []
",false,        if stack[i][0].startswith('<policy:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ name ): ( self . is _ name ): ):,100.0
"    def checkStartTagRequiredAttributes(self, token):
                                                   
        name = token.get(""name"", """").lower()
        [IF_MASK]
            attrsPresent = [attrName for attrName, attrValue
                            in token.get(""data"", [])]
            for attrName in requiredAttributeMap[name]:
                if attrName not in attrsPresent:
                    yield {""type"": tokenTypes[""ParseError""],
                           ""data"": ""missing-required-attribute"",
                           ""datavars"": {""tagName"": name,
                                        ""attributeName"": attrName}}
",false,        if name in requiredAttributeMap.keys():,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġ"" name "": value "": value "": value "": value "":",100.0
"    def checkInteger(self, token, tagName, attrName, attrValue):
        sign = 1
        numberString = ''
        state = 'begin'                                                         
        error = {""type"": tokenTypes[""ParseError""],
                 ""data"": ""invalid-integer-value"",
                 ""datavars"": {""tagName"": tagName,
                              ""attributeName"": attrName,
                              ""attributeValue"": attrValue}}
        for c in attrValue:
            if state == 'begin':
                [IF_MASK]
                    pass
                elif c == '-':
                    sign = -1
                    state = 'initial-number'
                elif c in digits:
                    numberString += c
                    state = 'in-number'
                else:
                    yield error
                    return
            elif state == 'initial-number':
                if c not in digits:
                    yield error
                    return
                numberString += c
                state = 'in-number'
            elif state == 'in-number':
                if c in digits:
                    numberString += c
                else:
                    state = 'trailing-junk'
            elif state == 'trailing-junk':
                pass
        if not numberString:
            yield {""type"": tokenTypes[""ParseError""],
                   ""data"": ""attribute-value-can-not-be-blank"",
                   ""datavars"": {""tagName"": tagName,
                                ""attributeName"": attrName}}
",false,                if c in spaceCharacters:,"ĠĠĠĠĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġ' value '): path '): ): path '): path '): (",100.0
"    def validateAttributeValueId(self, token, tagName, attrName, attrValue):
                                                                       
                                                                             
                                                                            
                                                                        
                                                                            
        for t in self.checkID(token, tagName, attrName, attrValue) or []: yield t
        if not attrValue: return
        [IF_MASK]
            yield {""type"": tokenTypes[""ParseError""],
                   ""data"": ""duplicate-id"",
                   ""datavars"": {""tagName"": tagName}}
        self.IDsWeHaveKnownAndLoved.append(attrValue)
        self.thingsThatDefineAnID.append(token)
",false,        if attrValue in self.IDsWeHaveKnownAndLoved:,ĠĠĠĠĠĠĠ Ġif Ġself . is _ name : ( self . is _ id ): ): ): ( self,100.0
"    def eof(self):
        for token in self.thingsThatPointToAnID:
            tagName = token.get(""name"", """").lower()
            attrsDict = token[""data""]                                                                  
                                                                        
            attrValue = attrsDict.get(""contextmenu"", """")
            if attrValue and (attrValue not in self.IDsWeHaveKnownAndLoved):
                yield {""type"": tokenTypes[""ParseError""],
                       ""data"": ""id-does-not-exist"",
                       ""datavars"": {""tagName"": tagName,
                                    ""attributeName"": ""contextmenu"",
                                    ""attributeValue"": attrValue}}
            else:
                for refToken in self.thingsThatDefineAnID:
                    id = refToken.get(""data"", {}).get(""id"", """")
                    [IF_MASK]
                    if id == attrValue:
                        if refToken.get(""name"", """").lower() != ""menu"":
                            yield {""type"": tokenTypes[""ParseError""],
                                   ""data"": ""contextmenu-must-point-to-menu""}
                        break
",false,                    if not id:,ĠĠĠĠĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġself . is _ name : ( self . get ( self . get ): ):,100.0
"    def get_all_queues(self, prefix=''):
        if prefix:
            path = '/?QueueNamePrefix=%s' % prefix
        else:
            path = '/'
        response = self.make_request('GET', path)
        body = response.read()
        [IF_MASK]
            raise SQSError(response.status, response.reason, body)
        rs = ResultSet([('QueueUrl', Queue)])
        h = handler.XmlHandler(rs, self)
        xml.sax.parseString(body, h)
        return rs
",false,        if response.status >= 300:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ id : ( self . is _ user ): ): ): ):,100.0
"    def get_queue(self, queue_name):
        i = 0
        rs = self.get_all_queues(queue_name)
        for q in rs:
            i += 1
        [IF_MASK]
            return None
        else:
            return q
",false,        if i != 1:,ĠĠĠĠĠĠĠ Ġif Ġself . name Ġis ĠNone : 1 : ( self . name ): 1 ): 1 ):,100.0
"def getPageStatus(lines, pagename, request):
           
    for edit in lines:
        [IF_MASK]
            if edit.action != 'DELETE':
                request.req_cache['pagenames'][
                    (pagename.lower(), request.config.wiki_name)] = pagename
            else:
                request.req_cache['pagenames'][
                    (pagename.lower(), request.config.wiki_name)] = False
            break
",false,        if edit.action != 'ATTNEW' and edit.action != 'ATTDEL':,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self , Ġ' is _ name '): '): '): '): '): '):",100.0
"def group_changes_by_day(lines, tnow, max_days, request):
    if not lines:
        return []
    days_and_lines = []
    this_day = request.user.getTime(lines[0].ed_time)[0:3]
    day_tm = lines[0].ed_time
    days_lines = []
    days_total = 1
    for line in lines:
        line.time_tuple = request.user.getTime(line.ed_time)
        day = line.time_tuple[0:3]
        if this_day != day:
            this_day = day
            [IF_MASK]
                days_and_lines.append((day_tm, days_lines))
                days_lines = []
                day_tm = line.ed_time
                days_total += 1
                if days_total > max_days:
                    break

        days_lines.append(line)

                
    if days_lines:
        days_and_lines.append((day_tm, days_lines))

    return days_and_lines
",false,            if days_lines:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( x , Ġ' 0 '): 0 '): 0 '): 0 '): 1 '):",100.0
"def print_changes(lines, bookmark, tnow, max_days, do_we_show_comments, d,
                  wiki_global, macro, request, formatter, grouped=False):
    if not lines:
        return
    pages = {}

    for line in lines:
        line.page = Page(line.pagename, macro.request, wiki_name=line.wiki_name)
        if not line.ed_time:
            continue
        hilite = line.ed_time > (bookmark or line.ed_time)
        
        if pages.has_key((line.pagename, line.wiki_name)):
            pages[(line.pagename, line.wiki_name)].append(line)
        else:
            pages[(line.pagename, line.wiki_name)] = [line]

    [IF_MASK]
        pages = pages.values()
        pages.sort(cmp_lines)
        pages.reverse()
        
        for page_line in pages:
            request.write(format_page_edits(request, page_line,
                                            do_we_show_comments, bookmark,
                                            formatter, wiki_global=wiki_global,
                                            grouped_by_wiki=grouped))
",false,    if len(pages) > 0:,"ĠĠĠ Ġif Ġnot Ġisinstance ( name , Ġ' name '): path '): '): '): '): '): (",100.0
"    def test_authors_up_to_date(self):

        topdir = os.path.normpath(os.path.dirname(__file__) + '/../../..')
        contributors = set()
        missing = set()
        authors_file = open(os.path.join(topdir, 'Authors'), 'r').read()

        if os.path.exists(os.path.join(topdir, '.git')):
            mailmap = parse_mailmap(os.path.join(topdir, '.mailmap'))
            for email in commands.getoutput('git log --format=%ae').split():
                if not email:
                    continue
                if ""jenkins"" in email and ""openstack.org"" in email:
                    continue
                email = '<' + email + '>'
                contributors.add(str_dict_replace(email, mailmap))

        for contributor in contributors:
            if contributor == 'glance-core':
                continue
            [IF_MASK]
                missing.add(contributor)

        self.assertTrue(len(missing) == 0,
                        '%r not listed in Authors' % missing)
",false,            if not contributor in authors_file:,ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġos . path . path . path . path . path . path . path . path . path .,100.0
"    def getBranches(self):
        prefix = ""%s/"" % self.name
        returned = []
        for line in self.repo._getOutputAssertSuccess(""git branch -r"").splitlines():
            if self.repo.getGitVersion() >= '1.6.3' and ' -> ' in line:
                continue
            line = line.strip()
            [IF_MASK]
                returned.append(branch.RegisteredRemoteBranch(self.repo, self, line[len(prefix):]))
        return returned
",false,            if line.startswith(prefix):,ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġself ._ name : name : name : name : name : name :,100.0
"def _str2time(day, mon, yr, hr, min, sec, tz):
                                    
                                          
    try:
        mon = MONTHS_LOWER.index(mon.lower())+1
    except ValueError:
                                     
        try:
            imon = int(mon)
        except ValueError:
            return None
        if 1 <= imon <= 12:
            mon = imon
        else:
            return None

                                          
    if hr is None: hr = 0
    if min is None: min = 0
    if sec is None: sec = 0

    yr = int(yr)
    day = int(day)
    hr = int(hr)
    min = int(min)
    sec = int(sec)

    if yr < 1000:
                             
        cur_yr = time.localtime(time.time())[0]
        m = cur_yr % 100
        tmp = yr
        yr = yr + cur_yr - m
        m = m - tmp
        [IF_MASK]
            if m > 0: yr = yr + 100
            else: yr = yr - 100

                                                                           
    t = _timegm((yr, mon, day, hr, min, sec, tz))

    if t is not None:
                                                                             
        if tz is None:
            tz = ""UTC""
        tz = tz.upper()
        offset = offset_from_tz_string(tz)
        if offset is None:
            return None
        t = t - offset

    return t
",false,        if abs(m) > 50:,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self , Ġ"" 1 ): 1 : ( self . is _ key ): (",100.0
